x,kde,ekf_gaussian
-16.78386180338067,0.0005548255684465445,0.15423287685057863
-16.758991576909388,0.00055495191912269379,0.15564713397226529
-16.734121350438102,0.00055493482634444685,0.15704953482920717
-16.709251123966819,0.00055477536597107254,0.15843952731927974
-16.684380897495537,0.00055447478099706975,0.15981656031937566
-16.65951067102425,0.00055403448149085046,0.16118008404399817
-16.634640444552971,0.00055345604432621611,0.16252955040593819
-16.609770218081685,0.00055274121270725322,0.16386441337871208
-16.584899991610403,0.0005518918954876313,0.16518412936042262
-16.56002976513912,0.00055091016628563418,0.16648815753871846
-16.535159538667834,0.00054979826239660921,0.16777596025650529
-16.510289312196555,0.00054855858350485954,0.16904700337807044
-16.485419085725269,0.00054719369019731658,0.17030075665527747
-16.460548859253986,0.00054570630228168804,0.17153669409347616
-16.435678632782704,0.0005440992969120398,0.1727542943167861
-16.410808406311418,0.00054237570652511933,0.1739530409323945
-16.385938179840139,0.00054053871659097896,0.17513242289351727
-16.361067953368853,0.00053859166318175511,0.17629193486067105
-16.33619772689757,0.00053653803036272484,0.17743107756089344
-16.311327500426287,0.00053438144740999339,0.17854935814456499
-16.286457273955001,0.00053212568585942973,0.17964629053947032
-16.261587047483719,0.00052977465639166715,0.18072139580174679
-16.236716821012436,0.00052733240555821119,0.18177420246336801
-16.21184659454115,0.00052480311235387545,0.18280424687580848
-16.186976368069871,0.00052219108464096522,0.1838110735495401
-16.162106141598585,0.00051950075543075928,0.18479423548901608
-16.137235915127302,0.00051673667902803026,0.18575329452279249
-16.11236568865602,0.00051390352704442548,0.18668782162845385
-16.087495462184734,0.00051100608428669301,0.18759739725200025
-16.062625235713455,0.00050804924452580293,0.18848161162136626
-16.037755009242169,0.00050503800615310718,0.18934006505374509
-16.012884782770886,0.00050197746772977106,0.19017236825639183
-15.988014556299603,0.00049887282343571222,0.19097814262059423
-15.963144329828319,0.00049572935842437848,0.19175702050849644
-15.938274103357037,0.00049255244408967567,0.19250864553247363
